KO,Gene
ko:K09159,BareSoil-3.bin.9-k141_2625469_2
ko:K02849,BareSoil-3.bin.9-k141_2298104_1
ko:K00575,BareSoil-3.bin.9-k141_3324150_2
ko:K13486,BareSoil-3.bin.9-k141_3324150_2
ko:K02450,BareSoil-3.bin.9-k141_1927402_1
ko:K15866,BareSoil-3.bin.9-k141_2369866_4
ko:K07494,BareSoil-3.bin.9-k141_3897380_1
ko:K01399,BareSoil-3.bin.9-k141_1537093_6
ko:K08604,BareSoil-3.bin.9-k141_1537093_6
ko:K03466,BareSoil-3.bin.9-k141_3581241_41
ko:K06990,BareSoil-3.bin.9-k141_1220559_4
ko:K06990,BareSoil-3.bin.9-k141_1220559_5
ko:K07140,BareSoil-3.bin.9-k141_3202926_1
ko:K10012,BareSoil-3.bin.9-k141_1155509_5
ko:K04065,BareSoil-3.bin.9-k141_3712151_5
ko:K03328,BareSoil-3.bin.9-k141_1866183_2
ko:K00872,BareSoil-3.bin.9-k141_2240158_1
ko:K00406,BareSoil-3.bin.9-k141_2811808_2
ko:K03466,BareSoil-3.bin.9-k141_1811423_1
ko:K06976,BareSoil-3.bin.9-k141_1494882_2
ko:K02083,BareSoil-3.bin.9-k141_781654_4
ko:K13992,BareSoil-3.bin.9-k141_2941533_1
ko:K18258,BareSoil-3.bin.9-k141_17394_3
ko:K19244,BareSoil-3.bin.9-k141_17394_3
ko:K00928,BareSoil-3.bin.9-k141_3957609_1
ko:K03154,BareSoil-3.bin.9-k141_3658594_4
ko:K01194,BareSoil-3.bin.9-k141_230178_3
ko:K01194,BareSoil-3.bin.9-k141_3658970_2
ko:K00343,BareSoil-3.bin.9-k141_4018059_4
ko:K07037,BareSoil-3.bin.9-k141_2644702_1
ko:K11210,BareSoil-3.bin.9-k141_1438127_1
ko:K21253,BareSoil-3.bin.9-k141_1438127_1
ko:K21264,BareSoil-3.bin.9-k141_1438127_1
ko:K21265,BareSoil-3.bin.9-k141_1438127_1
ko:K19342,BareSoil-3.bin.9-k141_1311041_3
ko:K00805,BareSoil-3.bin.9-k141_3917190_1
ko:K18912,BareSoil-3.bin.9-k141_3917190_2
ko:K00969,BareSoil-3.bin.9-k141_3828952_5
ko:K09710,BareSoil-3.bin.9-k141_3828952_6
ko:K00294,BareSoil-3.bin.9-k141_682007_2
ko:K03749,BareSoil-3.bin.9-k141_2775215_2
ko:K06921,BareSoil-3.bin.9-k141_914345_2
ko:K02057,BareSoil-3.bin.9-k141_2819909_2
ko:K02057,BareSoil-3.bin.9-k141_2819909_3
ko:K00876,BareSoil-3.bin.9-k141_2819909_5
ko:K00625,BareSoil-3.bin.9-k141_3729936_1
ko:K13788,BareSoil-3.bin.9-k141_3729936_1
ko:K00575,BareSoil-3.bin.9-k141_621924_7
ko:K19416,BareSoil-3.bin.9-k141_1233829_3
ko:K07164,BareSoil-3.bin.9-k141_847193_3
ko:K09810,BareSoil-3.bin.9-k141_3480256_2
ko:K07588,BareSoil-3.bin.9-k141_472880_4
ko:K06901,BareSoil-3.bin.9-k141_3669455_2
ko:K01576,BareSoil-3.bin.9-k141_689631_3
ko:K10228,BareSoil-3.bin.9-k141_2252010_4
ko:K02053,BareSoil-3.bin.9-k141_2658219_1
ko:K00066,BareSoil-3.bin.9-k141_3420763_3
ko:K07263,BareSoil-3.bin.9-k141_184753_2
ko:K01151,BareSoil-3.bin.9-k141_248141_2
ko:K02668,BareSoil-3.bin.9-k141_3136421_2
ko:K01356,BareSoil-3.bin.9-k141_2389445_5
ko:K11936,BareSoil-3.bin.9-k141_477137_3
ko:K08999,BareSoil-3.bin.9-k141_1838792_2
ko:K00575,BareSoil-3.bin.9-k141_3740715_5
ko:K02450,BareSoil-3.bin.9-k141_3271297_3
ko:K16329,BareSoil-3.bin.9-k141_251002_1
ko:K00107,BareSoil-3.bin.9-k141_252131_2
ko:K00928,BareSoil-3.bin.9-k141_289036_3
ko:K02450,BareSoil-3.bin.9-k141_3082756_6
ko:K01790,BareSoil-3.bin.9-k141_3082955_2
ko:K13926,BareSoil-3.bin.9-k141_2392768_1
ko:K00939,BareSoil-3.bin.9-k141_291474_5
ko:K09690,BareSoil-3.bin.9-k141_1563514_5
ko:K00820,BareSoil-3.bin.9-k141_2196192_3
ko:K00928,BareSoil-3.bin.9-k141_3976130_1
ko:K07588,BareSoil-3.bin.9-k141_2960870_3
ko:K13954,BareSoil-3.bin.9-k141_3976982_1
ko:K03529,BareSoil-3.bin.9-k141_805006_1
ko:K02450,BareSoil-3.bin.9-k141_3279522_13
ko:K07062,BareSoil-3.bin.9-k141_3279522_41
ko:K01535,BareSoil-3.bin.9-k141_3279522_51
ko:K06187,BareSoil-3.bin.9-k141_1569404_2
ko:K19785,BareSoil-3.bin.9-k141_3844548_3
ko:K07263,BareSoil-3.bin.9-k141_2077030_1
ko:K02849,BareSoil-3.bin.9-k141_2329757_2
ko:K02477,BareSoil-3.bin.9-k141_1370605_3
ko:K07491,BareSoil-3.bin.9-k141_939095_2
ko:K08999,BareSoil-3.bin.9-k141_1057247_7
ko:K08316,BareSoil-3.bin.9-k141_2408101_2
ko:K06921,BareSoil-3.bin.9-k141_4043240_2
ko:K06281,BareSoil-3.bin.9-k141_310072_1
ko:K06872,BareSoil-3.bin.9-k141_817115_3
ko:K00575,BareSoil-3.bin.9-k141_108723_3
ko:K14652,BareSoil-3.bin.9-k141_1264478_5
ko:K08641,BareSoil-3.bin.9-k141_820766_2
ko:K08282,BareSoil-3.bin.9-k141_759926_2
ko:K07263,BareSoil-3.bin.9-k141_952276_2
ko:K07263,BareSoil-3.bin.9-k141_952276_3
ko:K00046,BareSoil-3.bin.9-k141_3043383_2
ko:K00383,BareSoil-3.bin.9-k141_1068809_2
ko:K02517,BareSoil-3.bin.9-k141_2912551_3
ko:K09880,BareSoil-3.bin.9-k141_2029498_2
ko:K09862,BareSoil-3.bin.9-k141_3165522_2
ko:K01817,BareSoil-3.bin.9-k141_1388910_1
ko:K01609,BareSoil-3.bin.9-k141_1388910_2
ko:K01007,BareSoil-3.bin.9-k141_1772669_1
ko:K13002,BareSoil-3.bin.9-k141_1014851_1
ko:K18912,BareSoil-3.bin.9-k141_4058378_2
ko:K01868,BareSoil-3.bin.9-k141_4059126_3
ko:K01755,BareSoil-3.bin.9-k141_4059126_5
ko:K06919,BareSoil-3.bin.9-k141_4059126_26
ko:K06919,BareSoil-3.bin.9-k141_4059126_27
ko:K02450,BareSoil-3.bin.9-k141_4059126_33
ko:K11070,BareSoil-4.bin.10-k141_1729796_6
ko:K02302,BareSoil-4.bin.10-k141_2947103_2
ko:K02303,BareSoil-4.bin.10-k141_2947103_2
ko:K07056,BareSoil-4.bin.10-k141_2505315_4
ko:K01637,BareSoil-4.bin.10-k141_3339554_1
ko:K00855,BareSoil-4.bin.10-k141_2507157_4
ko:K00855,BareSoil-4.bin.10-k141_2507157_5
ko:K00266,BareSoil-4.bin.10-k141_902845_4
ko:K17324,BareSoil-4.bin.10-k141_3341717_3
ko:K02029,BareSoil-4.bin.10-k141_1488292_2
ko:K02029,BareSoil-4.bin.10-k141_1488292_3
ko:K02835,BareSoil-4.bin.10-k141_3028674_5
ko:K02551,BareSoil-4.bin.10-k141_3980424_3
ko:K09772,BareSoil-4.bin.10-k141_22989_1
ko:K07020,BareSoil-4.bin.10-k141_1305999_3
ko:K02299,BareSoil-4.bin.10-k141_589869_6
ko:K01114,BareSoil-4.bin.10-k141_3354122_2
ko:K01501,BareSoil-4.bin.10-k141_2521983_8
ko:K03529,BareSoil-4.bin.10-k141_1499534_5
ko:K00969,BareSoil-4.bin.10-k141_1804776_3
ko:K09710,BareSoil-4.bin.10-k141_1804776_5
ko:K07406,BareSoil-4.bin.10-k141_1804776_6
ko:K09927,BareSoil-4.bin.10-k141_2398691_10
ko:K03466,BareSoil-4.bin.10-k141_2078665_1
ko:K00820,BareSoil-4.bin.10-k141_1695774_6
ko:K00230,BareSoil-4.bin.10-k141_336384_4
ko:K00872,BareSoil-4.bin.10-k141_1890417_4
ko:K09145,BareSoil-4.bin.10-k141_468778_5
ko:K18844,BareSoil-4.bin.10-k141_3622983_5
ko:K02021,BareSoil-4.bin.10-k141_2086209_3
ko:K16786,BareSoil-4.bin.10-k141_2086209_3
ko:K16787,BareSoil-4.bin.10-k141_2086209_3
ko:K18844,BareSoil-4.bin.10-k141_339568_7
ko:K04042,BareSoil-4.bin.10-k141_3367821_6
ko:K07447,BareSoil-4.bin.10-k141_662329_2
ko:K11070,BareSoil-4.bin.10-k141_2088721_1
ko:K11754,BareSoil-4.bin.10-k141_2840829_5
ko:K06187,BareSoil-4.bin.10-k141_2474816_1
ko:K02057,BareSoil-4.bin.10-k141_2777160_2
ko:K02057,BareSoil-4.bin.10-k141_2777160_3
ko:K01114,BareSoil-4.bin.10-k141_543823_1
ko:K16434,BareSoil-4.bin.10-k141_2261007_3
ko:K03635,BareSoil-4.bin.10-k141_3631238_3
ko:K02053,BareSoil-4.bin.10-k141_3246203_5
ko:K11070,BareSoil-4.bin.10-k141_3246203_5
ko:K11070,BareSoil-4.bin.10-k141_3484995_2
ko:K01918,BareSoil-4.bin.10-k141_3379301_1
ko:K04567,BareSoil-4.bin.10-k141_3379301_3
ko:K08999,BareSoil-4.bin.10-k141_3061617_1
ko:K08316,BareSoil-4.bin.10-k141_2545594_6
ko:K18339,BareSoil-4.bin.10-k141_3928281_4
ko:K11070,BareSoil-4.bin.10-k141_2102392_4
ko:K06208,BareSoil-4.bin.10-k141_1530480_2
ko:K01665,BareSoil-4.bin.10-k141_56347_6
ko:K01817,BareSoil-4.bin.10-k141_673609_1
ko:K01609,BareSoil-4.bin.10-k141_673609_2
ko:K02029,BareSoil-4.bin.10-k141_673609_7
ko:K01501,BareSoil-4.bin.10-k141_59407_2
ko:K01868,BareSoil-4.bin.10-k141_1442653_4
ko:K00151,BareSoil-4.bin.10-k141_2748885_3
ko:K06976,BareSoil-4.bin.10-k141_2011948_4
ko:K16011,BareSoil-4.bin.10-k141_4069722_6
ko:K14652,BareSoil-4.bin.10-k141_4069722_8
ko:K00793,BareSoil-4.bin.10-k141_4069722_9
ko:K00625,BareSoil-4.bin.10-k141_561322_5
ko:K13788,BareSoil-4.bin.10-k141_561322_5
ko:K00108,BareSoil-4.bin.10-k141_561322_10
ko:K00969,BareSoil-4.bin.10-k141_319536_3
ko:K09710,BareSoil-4.bin.10-k141_319536_5
ko:K04343,BareSoil-4.bin.10-k141_489289_5
ko:K00928,BareSoil-4.bin.10-k141_2659711_1
ko:K01817,BareSoil-4.bin.10-k141_2354207_4
ko:K07183,BareSoil-4.bin.10-k141_2023043_6
ko:K00343,BareSoil-4.bin.10-k141_506562_6
ko:K13015,BareSoil-4.bin.10-k141_433621_2
ko:K00163,BareSoil-4.bin.10-k141_1649486_3
ko:K00151,BareSoil-4.bin.10-k141_3519096_2
ko:K01007,BareSoil-4.bin.10-k141_2297170_1
ko:K15524,BareSoil-4.bin.10-k141_2683627_1
ko:K00820,BareSoil-4.bin.10-k141_2683627_3
ko:K00108,BareSoil-4.bin.10-k141_3328898_1
ko:K13779,BareSoil-4.bin.11-k141_1418_4
ko:K00786,BareSoil-4.bin.11-k141_3587533_2
ko:K15866,BareSoil-4.bin.11-k141_3205095_9
ko:K18302,BareSoil-4.bin.11-k141_1026776_1
ko:K07020,BareSoil-4.bin.11-k141_711091_2
ko:K02450,BareSoil-4.bin.11-k141_711091_4
ko:K08641,BareSoil-4.bin.11-k141_2375992_9
ko:K03980,BareSoil-4.bin.11-k141_3144893_1
ko:K00789,BareSoil-4.bin.11-k141_3144893_4
ko:K00316,BareSoil-4.bin.11-k141_3144893_8
ko:K06152,BareSoil-4.bin.11-k141_4038522_5
ko:K13529,BareSoil-4.bin.11-k141_4038522_11
ko:K13530,BareSoil-4.bin.11-k141_4038522_11
ko:K13010,BareSoil-4.bin.11-k141_1028805_7
ko:K00294,BareSoil-4.bin.11-k141_1989647_5
ko:K00820,BareSoil-4.bin.11-k141_4039762_4
ko:K00797,BareSoil-4.bin.11-k141_389806_2
ko:K00266,BareSoil-4.bin.11-k141_264709_12
ko:K00528,BareSoil-4.bin.11-k141_264709_12
ko:K17722,BareSoil-4.bin.11-k141_264709_12
ko:K17723,BareSoil-4.bin.11-k141_264709_13
ko:K07126,BareSoil-4.bin.11-k141_2895913_3
ko:K13979,BareSoil-4.bin.11-k141_2063144_1
ko:K11526,BareSoil-4.bin.11-k141_2447607_6
ko:K02835,BareSoil-4.bin.11-k141_1680876_5
ko:K00575,BareSoil-4.bin.11-k141_1736057_7
ko:K09990,BareSoil-4.bin.11-k141_585608_1
ko:K00928,BareSoil-4.bin.11-k141_2514053_10
ko:K02021,BareSoil-4.bin.11-k141_3787601_6
ko:K04567,BareSoil-4.bin.11-k141_1608919_14
ko:K09810,BareSoil-4.bin.11-k141_1608919_16
ko:K02668,BareSoil-4.bin.11-k141_842771_16
ko:K00969,BareSoil-4.bin.11-k141_19199_4
ko:K09710,BareSoil-4.bin.11-k141_19199_5
ko:K04042,BareSoil-4.bin.11-k141_19199_18
ko:K00820,BareSoil-4.bin.11-k141_19199_19
ko:K01932,BareSoil-4.bin.11-k141_2953539_6
ko:K00789,BareSoil-4.bin.11-k141_20326_3
ko:K00343,BareSoil-4.bin.11-k141_1228116_4
ko:K09780,BareSoil-4.bin.11-k141_2829943_2
ko:K08223,BareSoil-4.bin.11-k141_2905137_1
ko:K01790,BareSoil-4.bin.11-k141_1358746_3
ko:K00066,BareSoil-4.bin.11-k141_1358746_4
ko:K01194,BareSoil-4.bin.11-k141_3661041_4
ko:K00855,BareSoil-4.bin.11-k141_1423825_1
ko:K00876,BareSoil-4.bin.11-k141_1423825_1
ko:K04065,BareSoil-4.bin.11-k141_2076142_6
ko:K06872,BareSoil-4.bin.11-k141_2769471_18
ko:K06921,BareSoil-4.bin.11-k141_282157_7
ko:K07140,BareSoil-4.bin.11-k141_282157_17
ko:K00343,BareSoil-4.bin.11-k141_3619222_6
ko:K07056,BareSoil-4.bin.11-k141_467725_9
ko:K21472,BareSoil-4.bin.11-k141_3234931_1
ko:K00939,BareSoil-4.bin.11-k141_596015_9
ko:K02895,BareSoil-4.bin.11-k141_596015_19
ko:K00855,BareSoil-4.bin.11-k141_1893298_3
ko:K00876,BareSoil-4.bin.11-k141_1893298_3
ko:K04066,BareSoil-4.bin.11-k141_2216472_1
ko:K11384,BareSoil-4.bin.11-k141_290670_26
ko:K03529,BareSoil-4.bin.11-k141_3480129_1
ko:K00046,BareSoil-4.bin.11-k141_1518315_2
ko:K06187,BareSoil-4.bin.11-k141_297952_3
ko:K04066,BareSoil-4.bin.11-k141_1710897_1
ko:K09927,BareSoil-4.bin.11-k141_2139536_1
ko:K07221,BareSoil-4.bin.11-k141_3445686_9
ko:K03466,BareSoil-4.bin.11-k141_3765667_2
ko:K21472,BareSoil-4.bin.11-k141_3807076_5
ko:K02477,BareSoil-4.bin.11-k141_3191152_1
ko:K18258,BareSoil-4.bin.11-k141_1049479_6
ko:K19244,BareSoil-4.bin.11-k141_1049479_6
ko:K07164,BareSoil-4.bin.11-k141_2432148_10
ko:K00027,BareSoil-4.bin.11-k141_3493785_5
ko:K07799,BareSoil-4.bin.11-k141_2013599_4
ko:K15532,BareSoil-4.bin.11-k141_564338_4
ko:K03529,BareSoil-4.bin.11-k141_1055935_1
ko:K06861,BareSoil-4.bin.11-k141_2016154_2
ko:K00406,BareSoil-4.bin.11-k141_2980062_5
ko:K01337,BareSoil-4.bin.11-k141_3939289_8
ko:K11754,BareSoil-4.bin.11-k141_2864085_1
ko:K07263,BareSoil-4.bin.11-k141_2864085_2
ko:K07263,BareSoil-4.bin.11-k141_2864085_3
ko:K00311,BareSoil-4.bin.11-k141_1968178_5
ko:K13015,BareSoil-4.bin.11-k141_3509608_9
ko:K17723,BareSoil-4.bin.11-k141_1267788_2
ko:K06901,BareSoil-4.bin.11-k141_114699_3
ko:K06187,BareSoil-4.bin.11-k141_3898537_7
ko:K03154,BareSoil-4.bin.11-k141_3515314_3
ko:K21472,BareSoil-4.bin.11-k141_953016_20
ko:K02453,BareSoil-4.bin.11-k141_1010670_4
ko:K01868,BareSoil-4.bin.11-k141_3132188_3
ko:K06990,BareSoil-4.bin.11-k141_3132188_9
ko:K01879,BareSoil-4.bin.11-k141_2687157_2
ko:K07560,BareSoil-4.bin.11-k141_1087342_5
ko:K15866,BareSoil-4.bin.12-k141_2753184_12
ko:K00793,BareSoil-4.bin.12-k141_640680_15
ko:K14652,BareSoil-4.bin.12-k141_640680_16
ko:K03980,BareSoil-4.bin.12-k141_3649837_3
ko:K21863,BareSoil-4.bin.12-k141_2178716_2
ko:K02841,BareSoil-4.bin.12-k141_2051204_2
ko:K02849,BareSoil-4.bin.12-k141_2051204_2
ko:K02841,BareSoil-4.bin.12-k141_2051204_6
ko:K03529,BareSoil-4.bin.12-k141_2819478_1
ko:K16092,BareSoil-4.bin.12-k141_1092853_18
ko:K06187,BareSoil-4.bin.12-k141_1092853_27
ko:K01214,BareSoil-4.bin.12-k141_2053051_13
ko:K02438,BareSoil-4.bin.12-k141_2053051_13
ko:K02302,BareSoil-4.bin.12-k141_2627268_5
ko:K02303,BareSoil-4.bin.12-k141_2627268_5
ko:K02303,BareSoil-4.bin.12-k141_2627268_6
ko:K13543,BareSoil-4.bin.12-k141_2627268_6
ko:K02280,BareSoil-4.bin.12-k141_386687_4
ko:K02302,BareSoil-4.bin.12-k141_259424_2
ko:K02303,BareSoil-4.bin.12-k141_259424_2
ko:K00762,BareSoil-4.bin.12-k141_259424_11
ko:K02668,BareSoil-4.bin.12-k141_3335321_4
ko:K01028,BareSoil-4.bin.12-k141_710976_1
ko:K03466,BareSoil-4.bin.12-k141_710976_11
ko:K01356,BareSoil-4.bin.12-k141_710976_17
ko:K07221,BareSoil-4.bin.12-k141_132626_2
ko:K09690,BareSoil-4.bin.12-k141_3146135_1
ko:K07447,BareSoil-4.bin.12-k141_1414270_1
ko:K06920,BareSoil-4.bin.12-k141_2575903_9
ko:K09862,BareSoil-4.bin.12-k141_3080049_3
ko:K02302,BareSoil-4.bin.12-k141_1159795_2
ko:K02303,BareSoil-4.bin.12-k141_1159795_2
ko:K07263,BareSoil-4.bin.12-k141_3026205_4
ko:K03786,BareSoil-4.bin.12-k141_2576739_3
ko:K00575,BareSoil-4.bin.12-k141_3850517_3
ko:K04065,BareSoil-4.bin.12-k141_3850517_6
ko:K01755,BareSoil-4.bin.12-k141_3850517_9
ko:K00163,BareSoil-4.bin.12-k141_1354143_5
ko:K02106,BareSoil-4.bin.12-k141_1354143_9
ko:K11384,BareSoil-4.bin.12-k141_2315003_1
ko:K00343,BareSoil-4.bin.12-k141_3411738_11
ko:K13582,BareSoil-4.bin.12-k141_843297_2
ko:K08999,BareSoil-4.bin.12-k141_843297_4
ko:K00789,BareSoil-4.bin.12-k141_843297_10
ko:K02564,BareSoil-4.bin.12-k141_843297_13
ko:K02453,BareSoil-4.bin.12-k141_843297_20
ko:K06861,BareSoil-4.bin.12-k141_211948_5
ko:K01868,BareSoil-4.bin.12-k141_779655_12
ko:K06872,BareSoil-4.bin.12-k141_75218_21
ko:K07164,BareSoil-4.bin.12-k141_3733578_8
ko:K02302,BareSoil-4.bin.12-k141_3413449_3
ko:K02303,BareSoil-4.bin.12-k141_3413449_3
ko:K07263,BareSoil-4.bin.12-k141_213256_7
ko:K07263,BareSoil-4.bin.12-k141_213256_8
ko:K02453,BareSoil-4.bin.12-k141_1878729_7
ko:K00163,BareSoil-4.bin.12-k141_330880_2
ko:K00343,BareSoil-4.bin.12-k141_3470273_2
ko:K03466,BareSoil-4.bin.12-k141_1881973_10
ko:K00797,BareSoil-4.bin.12-k141_1996599_8
ko:K03980,BareSoil-4.bin.12-k141_1996599_10
ko:K09117,BareSoil-4.bin.12-k141_1996599_11
ko:K00809,BareSoil-4.bin.12-k141_784046_3
ko:K07263,BareSoil-4.bin.12-k141_3614336_1
ko:K00748,BareSoil-4.bin.12-k141_3614336_2
ko:K00046,BareSoil-4.bin.12-k141_2769345_1
ko:K18912,BareSoil-4.bin.12-k141_538594_5
ko:K07126,BareSoil-4.bin.12-k141_538594_6
ko:K21909,BareSoil-4.bin.12-k141_2837986_11
ko:K04042,BareSoil-4.bin.12-k141_1942289_1
ko:K00820,BareSoil-4.bin.12-k141_1942289_2
ko:K10774,BareSoil-4.bin.12-k141_3666166_4
ko:K10774,BareSoil-4.bin.12-k141_3666166_5
ko:K17837,BareSoil-4.bin.12-k141_855659_2
ko:K00928,BareSoil-4.bin.12-k141_3091483_1
ko:K01007,BareSoil-4.bin.12-k141_3668936_1
ko:K01932,BareSoil-4.bin.12-k141_3668936_3
ko:K01609,BareSoil-4.bin.12-k141_1709439_14
ko:K13281,BareSoil-4.bin.12-k141_3376151_4
ko:K02377,BareSoil-4.bin.12-k141_3995754_6
ko:K01113,BareSoil-4.bin.12-k141_3995754_12
ko:K02356,BareSoil-4.bin.12-k141_2966127_8
ko:K00945,BareSoil-4.bin.12-k141_2420148_3
ko:K04066,BareSoil-4.bin.12-k141_3762394_12
ko:K06861,BareSoil-4.bin.12-k141_1712371_5
ko:K17837,BareSoil-4.bin.12-k141_604688_5
ko:K01628,BareSoil-4.bin.12-k141_2610570_16
ko:K01790,BareSoil-4.bin.12-k141_3095637_3
ko:K09810,BareSoil-4.bin.12-k141_1751496_2
ko:K04567,BareSoil-4.bin.12-k141_1751496_4
ko:K06921,BareSoil-4.bin.12-k141_1714520_9
ko:K10697,BareSoil-4.bin.12-k141_2233279_2
ko:K07263,BareSoil-4.bin.12-k141_554356_1
ko:K01151,BareSoil-4.bin.12-k141_554356_8
ko:K03529,BareSoil-4.bin.12-k141_3493339_6
ko:K00481,BareSoil-4.bin.12-k141_2855269_1
ko:K02057,BareSoil-4.bin.12-k141_2346107_2
ko:K10697,BareSoil-4.bin.12-k141_808656_6
ko:K03151,BareSoil-4.bin.12-k141_418139_3
ko:K02849,BareSoil-4.bin.12-k141_3501665_1
ko:K15894,BareSoil-4.bin.12-k141_1383361_1
ko:K15912,BareSoil-4.bin.12-k141_1383361_1
ko:K19421,BareSoil-4.bin.12-k141_1383361_1
ko:K02847,BareSoil-4.bin.12-k141_1383361_2
ko:K09927,BareSoil-4.bin.12-k141_1383361_8
ko:K13529,BareSoil-4.bin.12-k141_1383361_9
ko:K07020,BareSoil-4.bin.12-k141_174437_7
ko:K07263,BareSoil-4.bin.12-k141_1457469_3
ko:K02258,BareSoil-4.bin.12-k141_3567808_2
ko:K09690,BareSoil-4.bin.12-k141_3824978_4
ko:K02477,BareSoil-4.bin.12-k141_1387512_13
ko:K00939,BareSoil-4.bin.12-k141_1069467_6
ko:K01609,BareSoil-4.bin.12-k141_2290213_1
ko:K01817,BareSoil-4.bin.12-k141_2290213_2
ko:K00294,BareSoil-4.bin.12-k141_1468416_2
ko:K18912,BareSoil-4.bin.12-k141_954848_8
ko:K17837,BareSoil-4.bin.12-k141_2172164_3
ko:K01007,BareSoil-4.bin.12-k141_827533_1
ko:K06901,BareSoil-4.bin.12-k141_3833953_1
ko:K04110,BareSoil-4.bin.12-k141_3314867_4
ko:K01868,BareSoil-4.bin.12-k141_1015394_3
ko:K00528,BareSoil-4.bin.12-k141_1400025_2
ko:K07056,BareSoil-4.bin.12-k141_441781_6
ko:K04042,BareSoil-4.bin.12-k141_441781_8
ko:K00820,BareSoil-4.bin.12-k141_441781_9
ko:K07263,BareSoil-4.bin.12-k141_3131303_1
ko:K07263,BareSoil-4.bin.12-k141_3131303_2
ko:K00266,BareSoil-4.bin.12-k141_3134823_1
ko:K00265,BareSoil-4.bin.12-k141_3134823_2
ko:K00284,BareSoil-4.bin.12-k141_3134823_2
ko:K00939,BareSoil-4.bin.13-k141_3714235_6
ko:K07491,BareSoil-4.bin.13-k141_2435203_2
ko:K16233,BareSoil-4.bin.13-k141_2179183_1
ko:K03529,BareSoil-4.bin.13-k141_1217983_2
ko:K13954,BareSoil-4.bin.13-k141_1861017_3
ko:K19585,BareSoil-4.bin.13-k141_3398059_1
ko:K02841,BareSoil-4.bin.13-k141_1154761_1
ko:K02849,BareSoil-4.bin.13-k141_1154761_1
ko:K03328,BareSoil-4.bin.13-k141_1154761_2
ko:K08999,BareSoil-4.bin.13-k141_3972270_1
ko:K01113,BareSoil-4.bin.13-k141_1796013_3
ko:K01113,BareSoil-4.bin.13-k141_1796013_4
ko:K00789,BareSoil-4.bin.13-k141_2440665_2
ko:K04066,BareSoil-4.bin.13-k141_3652698_2
ko:K17723,BareSoil-4.bin.13-k141_2889448_2
ko:K00748,BareSoil-4.bin.13-k141_3909069_8
ko:K13481,BareSoil-4.bin.13-k141_2378304_4
ko:K02113,BareSoil-4.bin.13-k141_69358_1
ko:K01208,BareSoil-4.bin.13-k141_2506312_1
ko:K18912,BareSoil-4.bin.13-k141_11844_4
ko:K07577,BareSoil-4.bin.13-k141_2892639_2
ko:K09955,BareSoil-4.bin.13-k141_1351435_1
ko:K07037,BareSoil-4.bin.13-k141_965504_7
ko:K05802,BareSoil-4.bin.13-k141_1351691_6
ko:K02450,BareSoil-4.bin.13-k141_2060971_1
ko:K00469,BareSoil-4.bin.13-k141_2060971_5
ko:K07491,BareSoil-4.bin.13-k141_135555_2
ko:K06920,BareSoil-4.bin.13-k141_1992355_1
ko:K00046,BareSoil-4.bin.13-k141_3656719_1
ko:K01920,BareSoil-4.bin.13-k141_3731415_3
ko:K00343,BareSoil-4.bin.13-k141_2706800_1
ko:K06962,BareSoil-4.bin.13-k141_3604359_2
ko:K09710,BareSoil-4.bin.13-k141_75677_3
ko:K07577,BareSoil-4.bin.13-k141_3981276_1
ko:K13626,BareSoil-4.bin.13-k141_2069778_2
ko:K02233,BareSoil-4.bin.13-k141_2765451_4
ko:K08093,BareSoil-4.bin.13-k141_3790299_4
ko:K18581,BareSoil-4.bin.13-k141_781568_3
ko:K04567,BareSoil-4.bin.13-k141_3470724_3
ko:K10439,BareSoil-4.bin.13-k141_2395091_1
ko:K01317,BareSoil-4.bin.13-k141_2713894_3
ko:K01932,BareSoil-4.bin.13-k141_2713894_3
ko:K19586,BareSoil-4.bin.13-k141_1308154_2
ko:K07798,BareSoil-4.bin.13-k141_78949_3
ko:K02835,BareSoil-4.bin.13-k141_3084965_6
ko:K02422,BareSoil-4.bin.13-k141_1309059_2
ko:K02407,BareSoil-4.bin.13-k141_1309059_3
ko:K02453,BareSoil-4.bin.13-k141_80823_2
ko:K07062,BareSoil-4.bin.13-k141_657236_3
ko:K02407,BareSoil-4.bin.13-k141_2129889_1
ko:K13626,BareSoil-4.bin.13-k141_2129889_4
ko:K07164,BareSoil-4.bin.13-k141_3662979_3
ko:K02564,BareSoil-4.bin.13-k141_1806733_6
ko:K00797,BareSoil-4.bin.13-k141_3087124_2
ko:K00163,BareSoil-4.bin.13-k141_2913186_1
ko:K19511,BareSoil-4.bin.13-k141_2256830_2
ko:K07221,BareSoil-4.bin.13-k141_3749817_1
ko:K02415,BareSoil-4.bin.13-k141_3749817_5
ko:K02453,BareSoil-4.bin.13-k141_1321589_1
ko:K10439,BareSoil-4.bin.13-k141_4055479_2
ko:K02057,BareSoil-4.bin.13-k141_4055479_5
ko:K00265,BareSoil-4.bin.13-k141_2087994_1
ko:K00284,BareSoil-4.bin.13-k141_2087994_1
ko:K07491,BareSoil-4.bin.13-k141_3370862_2
ko:K11474,BareSoil-4.bin.13-k141_1365807_1
ko:K03635,BareSoil-4.bin.13-k141_1517916_3
ko:K01920,BareSoil-4.bin.13-k141_2092198_1
ko:K17723,BareSoil-4.bin.13-k141_2093024_4
ko:K02404,BareSoil-4.bin.13-k141_1136295_2
ko:K02556,BareSoil-4.bin.13-k141_3057847_2
